label,trainable_params,trainable_pct,id_val_acc,ood_val_acc,id_test_acc,ood_test_acc,id_val_f1,ood_val_f1,elapsed_s
linear_probe,364722,1.5,0.6391921397379913,0.43759264749481175,0.5641806189751395,0.5501280643980974,0.3323157382068967,0.25313012722380934,69.55208310000035
partial_ft_1,15329458,64.2,0.7543668122270742,0.5004447079750963,0.6894977168949772,0.6538602268569338,0.4654870689697315,0.3345037958704732,81.80455019999954
partial_ft_2,22427826,93.9,0.7800218340611353,0.5143788911947821,0.708777270421106,0.6634650567142334,0.5036374812538024,0.34752660889340437,104.70986259999972
partial_ft_3,23647410,99.1,0.7718340611353712,0.524755410613697,0.7138508371385084,0.6402305159165752,0.5061609522175455,0.32983438706259605,128.0594215000001
partial_ft_4,23863218,100.0,0.759825327510917,0.5232730506967092,0.708777270421106,0.6270581778265643,0.491394946581139,0.3584829126422503,169.2831199000002
full_ft,23872754,100.0,0.7658296943231441,0.5244589386302995,0.6996448503297819,0.6499268203439443,0.4806257733392162,0.3480184271365825,194.73991949999981
